# N             E       lndos(E)        epsilon     c_ges
256.000     -1425.200     -1933.817     -0.400     0.001
256.000     -1424.800     -1933.036     -0.400     0.001
256.000     -1424.400     -1932.265     -0.400     0.001
256.000     -1424.000     -1931.477     -0.400     0.001
256.000     -1423.600     -1930.725     -0.400     0.001
256.000     -1423.200     -1929.940     -0.400     0.001
256.000     -1422.800     -1929.196     -0.400     0.001
256.000     -1422.400     -1928.403     -0.400     0.001
256.000     -1428.400     -1939.982     -0.400     0.001
256.000     -1428.800     -1940.753     -0.400     0.001
256.000     -1429.200     -1941.533     -0.400     0.001
256.000     -1429.600     -1942.316     -0.400     0.001
256.000     -1436.000     -1954.715     -0.400     0.001
256.000     -1435.600     -1953.947     -0.400     0.001
256.000     -1435.200     -1953.158     -0.400     0.001
256.000     -1434.800     -1952.392     -0.400     0.001
256.000     -1434.400     -1951.616     -0.400     0.001
256.000     -1434.000     -1950.834     -0.400     0.001
256.000     -1433.600     -1950.052     -0.400     0.001
256.000     -1422.000     -1927.643     -0.400     0.001
256.000     -1433.200     -1949.273     -0.400     0.001
256.000     -1432.400     -1947.727     -0.400     0.001
256.000     -1432.000     -1946.949     -0.400     0.001
256.000     -1431.600     -1946.171     -0.400     0.001
256.000     -1431.200     -1945.412     -0.400     0.001
256.000     -1430.800     -1944.633     -0.400     0.001
256.000     -1430.400     -1943.845     -0.400     0.001
256.000     -1430.000     -1943.090     -0.400     0.001
256.000     -1432.800     -1948.500     -0.400     0.001
256.000     -1421.600     -1926.859     -0.400     0.001
256.000     -1421.200     -1926.099     -0.400     0.001
256.000     -1420.800     -1925.333     -0.400     0.001
256.000     -1412.400     -1909.224     -0.400     0.001
256.000     -1412.000     -1908.447     -0.400     0.001
256.000     -1411.600     -1907.692     -0.400     0.001
256.000     -1411.200     -1906.928     -0.400     0.001
256.000     -1410.800     -1906.175     -0.400     0.001
256.000     -1410.400     -1905.396     -0.400     0.001
256.000     -1410.000     -1904.658     -0.400     0.001
256.000     -1412.800     -1909.978     -0.400     0.001
256.000     -1409.600     -1903.874     -0.400     0.001
256.000     -1408.800     -1902.346     -0.400     0.001
256.000     -1408.400     -1901.601     -0.400     0.001
256.000     -1408.000     -1900.838     -0.400     0.001
256.000     -1407.600     -1900.088     -0.400     0.001
256.000     -1407.200     -1899.325     -0.400     0.001
256.000     -1406.800     -1898.574     -0.400     0.001
256.000     -1406.400     -1897.813     -0.400     0.001
256.000     -1409.200     -1903.119     -0.400     0.001
256.000     -1250.000     -1682.721     -0.400     0.001
256.000     -1413.200     -1910.748     -0.400     0.001
256.000     -1414.000     -1912.283     -0.400     0.001
256.000     -1420.400     -1924.565     -0.400     0.001
256.000     -1420.000     -1923.782     -0.400     0.001
256.000     -1419.600     -1923.001     -0.400     0.001
256.000     -1419.200     -1922.234     -0.400     0.001
256.000     -1418.800     -1921.459     -0.400     0.001
256.000     -1418.400     -1920.688     -0.400     0.001
256.000     -1418.000     -1919.922     -0.400     0.001
256.000     -1413.600     -1911.498     -0.400     0.001
256.000     -1417.600     -1919.170     -0.400     0.001
256.000     -1416.800     -1917.630     -0.400     0.001
256.000     -1416.400     -1916.868     -0.400     0.001
256.000     -1416.000     -1916.094     -0.400     0.001
256.000     -1415.600     -1915.334     -0.400     0.001
256.000     -1415.200     -1914.564     -0.400     0.001
256.000     -1414.800     -1913.800     -0.400     0.001
256.000     -1414.400     -1913.041     -0.400     0.001
256.000     -1417.200     -1918.405     -0.400     0.001
256.000     -1498.800     -2080.872     -0.400     0.001
256.000     -1249.600     -1685.304     -0.400     0.001
256.000     -1248.800     -1684.074     -0.400     0.001
256.000     -1084.000     -1433.082     -0.400     0.001
256.000     -1083.600     -1432.493     -0.400     0.001
256.000     -1083.200     -1431.884     -0.400     0.001
256.000     -1082.800     -1431.287     -0.400     0.001
256.000     -1082.400     -1430.691     -0.400     0.001
256.000     -1082.000     -1430.086     -0.400     0.001
256.000     -1081.600     -1429.466     -0.400     0.001
256.000     -1081.200     -1428.876     -0.400     0.001
256.000     -1080.800     -1428.288     -0.400     0.001
256.000     -1080.400     -1427.678     -0.400     0.001
256.000     -1080.000     -1427.083     -0.400     0.001
256.000     -1079.600     -1426.477     -0.400     0.001
256.000     -1079.200     -1425.859     -0.400     0.001
256.000     -1078.800     -1425.268     -0.400     0.001
256.000     -1078.400     -1424.658     -0.400     0.001
256.000     -1084.400     -1433.701     -0.400     0.001
256.000     -1084.800     -1434.292     -0.400     0.001
256.000     -1085.200     -1434.882     -0.400     0.001
256.000     -1085.600     -1435.498     -0.400     0.001
256.000     -1092.000     -1445.141     -0.400     0.001
256.000     -1091.600     -1444.557     -0.400     0.001
256.000     -1091.200     -1443.956     -0.400     0.001
256.000     -1090.800     -1443.347     -0.400     0.001
256.000     -1090.400     -1442.745     -0.400     0.001
256.000     -1090.000     -1442.128     -0.400     0.001
256.000     -1089.600     -1441.517     -0.400     0.001
256.000     -1078.000     -1424.064     -0.400     0.001
256.000     -1089.200     -1440.923     -0.400     0.001
256.000     -1088.400     -1439.723     -0.400     0.001
256.000     -1088.000     -1439.122     -0.400     0.001
256.000     -1087.600     -1438.523     -0.400     0.001
256.000     -1087.200     -1437.925     -0.400     0.001
256.000     -1086.800     -1437.306     -0.400     0.001
256.000     -1086.400     -1436.711     -0.400     0.001
256.000     -1086.000     -1436.097     -0.400     0.001
256.000     -1088.800     -1440.309     -0.400     0.001
256.000     -1092.400     -1445.729     -0.400     0.001
256.000     -1077.600     -1423.461     -0.400     0.001
256.000     -1076.800     -1422.241     -0.400     0.001
256.000     -1068.400     -1409.524     -0.400     0.001
256.000     -1068.000     -1408.909     -0.400     0.001
256.000     -1067.600     -1408.309     -0.400     0.001
256.000     -1067.200     -1407.706     -0.400     0.001
256.000     -1066.800     -1407.101     -0.400     0.001
256.000     -1066.400     -1406.491     -0.400     0.001
256.000     -1066.000     -1405.903     -0.400     0.001
256.000     -1065.600     -1405.283     -0.400     0.001
256.000     -1065.200     -1404.695     -0.400     0.001
256.000     -1064.800     -1404.085     -0.400     0.001
256.000     -1064.400     -1403.518     -0.400     0.001
256.000     -1064.000     -1402.892     -0.400     0.001
256.000     -1063.600     -1402.290     -0.400     0.001
256.000     -1063.200     -1401.702     -0.400     0.001
256.000     -1062.800     -1401.095     -0.400     0.001
256.000     -1068.800     -1410.120     -0.400     0.001
256.000     -1069.200     -1410.739     -0.400     0.001
256.000     -1069.600     -1411.350     -0.400     0.001
256.000     -1070.000     -1411.950     -0.400     0.001
256.000     -1076.400     -1421.635     -0.400     0.001
256.000     -1076.000     -1421.036     -0.400     0.001
256.000     -1075.600     -1420.421     -0.400     0.001
256.000     -1075.200     -1419.800     -0.400     0.001
256.000     -1074.800     -1419.190     -0.400     0.001
256.000     -1074.400     -1418.595     -0.400     0.001
256.000     -1074.000     -1418.001     -0.400     0.001
256.000     -1077.200     -1422.846     -0.400     0.001
256.000     -1073.600     -1417.378     -0.400     0.001
256.000     -1072.800     -1416.201     -0.400     0.001
256.000     -1072.400     -1415.582     -0.400     0.001
256.000     -1072.000     -1414.965     -0.400     0.001
256.000     -1071.600     -1414.356     -0.400     0.001
256.000     -1071.200     -1413.759     -0.400     0.001
256.000     -1070.800     -1413.166     -0.400     0.001
256.000     -1070.400     -1412.564     -0.400     0.001
256.000     -1073.200     -1416.787     -0.400     0.001
256.000     -1062.400     -1400.501     -0.400     0.001
256.000     -1092.800     -1446.336     -0.400     0.001
256.000     -1093.600     -1447.530     -0.400     0.001
256.000     -1115.200     -1480.195     -0.400     0.001
256.000     -1114.800     -1479.589     -0.400     0.001
256.000     -1114.400     -1478.979     -0.400     0.001
256.000     -1114.000     -1478.362     -0.400     0.001
256.000     -1113.600     -1477.778     -0.400     0.001
256.000     -1113.200     -1477.158     -0.400     0.001
256.000     -1112.800     -1476.539     -0.400     0.001
256.000     -1112.400     -1475.933     -0.400     0.001
256.000     -1112.000     -1475.314     -0.400     0.001
256.000     -1111.600     -1474.720     -0.400     0.001
256.000     -1111.200     -1474.116     -0.400     0.001
256.000     -1110.800     -1473.503     -0.400     0.001
256.000     -1110.400     -1472.902     -0.400     0.001
256.000     -1110.000     -1472.286     -0.400     0.001
256.000     -1109.600     -1471.683     -0.400     0.001
256.000     -1115.600     -1480.804     -0.400     0.001
256.000     -1116.000     -1481.431     -0.400     0.001
256.000     -1116.400     -1482.041     -0.400     0.001
256.000     -1116.800     -1482.663     -0.400     0.001
256.000     -1123.200     -1492.394     -0.400     0.001
256.000     -1122.800     -1491.776     -0.400     0.001
256.000     -1122.400     -1491.163     -0.400     0.001
256.000     -1122.000     -1490.551     -0.400     0.001
256.000     -1121.600     -1489.935     -0.400     0.001
256.000     -1121.200     -1489.341     -0.400     0.001
256.000     -1120.800     -1488.727     -0.400     0.001
256.000     -1109.200     -1471.073     -0.400     0.001
256.000     -1120.400     -1488.108     -0.400     0.001
256.000     -1119.600     -1486.906     -0.400     0.001
256.000     -1119.200     -1486.285     -0.400     0.001
256.000     -1118.800     -1485.683     -0.400     0.001
256.000     -1118.400     -1485.092     -0.400     0.001
256.000     -1118.000     -1484.485     -0.400     0.001
256.000     -1117.600     -1483.871     -0.400     0.001
256.000     -1117.200     -1483.249     -0.400     0.001
256.000     -1120.000     -1487.505     -0.400     0.001
256.000     -1093.200     -1446.933     -0.400     0.001
256.000     -1108.800     -1470.479     -0.400     0.001
256.000     -1108.000     -1469.253     -0.400     0.001
256.000     -1099.600     -1456.574     -0.400     0.001
256.000     -1099.200     -1455.975     -0.400     0.001
256.000     -1098.800     -1455.373     -0.400     0.001
256.000     -1098.400     -1454.777     -0.400     0.001
256.000     -1098.000     -1454.157     -0.400     0.001
256.000     -1097.600     -1453.553     -0.400     0.001
256.000     -1097.200     -1452.962     -0.400     0.001
256.000     -1096.800     -1452.355     -0.400     0.001
256.000     -1096.400     -1451.765     -0.400     0.001
256.000     -1096.000     -1451.156     -0.400     0.001
256.000     -1095.600     -1450.555     -0.400     0.001
256.000     -1095.200     -1449.947     -0.400     0.001
256.000     -1094.800     -1449.340     -0.400     0.001
256.000     -1094.400     -1448.738     -0.400     0.001
256.000     -1094.000     -1448.146     -0.400     0.001
256.000     -1100.000     -1457.181     -0.400     0.001
256.000     -1100.400     -1457.786     -0.400     0.001
256.000     -1100.800     -1458.389     -0.400     0.001
256.000     -1101.200     -1458.988     -0.400     0.001
256.000     -1107.600     -1468.657     -0.400     0.001
256.000     -1107.200     -1468.057     -0.400     0.001
256.000     -1106.800     -1467.437     -0.400     0.001
256.000     -1106.400     -1466.838     -0.400     0.001
256.000     -1106.000     -1466.228     -0.400     0.001
256.000     -1105.600     -1465.620     -0.400     0.001
256.000     -1105.200     -1465.009     -0.400     0.001
256.000     -1108.400     -1469.853     -0.400     0.001
256.000     -1104.800     -1464.422     -0.400     0.001
256.000     -1104.000     -1463.210     -0.400     0.001
256.000     -1103.600     -1462.615     -0.400     0.001
256.000     -1103.200     -1461.998     -0.400     0.001
256.000     -1102.800     -1461.408     -0.400     0.001
256.000     -1102.400     -1460.796     -0.400     0.001
256.000     -1102.000     -1460.200     -0.400     0.001
256.000     -1101.600     -1459.598     -0.400     0.001
256.000     -1104.400     -1463.803     -0.400     0.001
256.000     -1123.600     -1492.994     -0.400     0.001
256.000     -1062.000     -1399.888     -0.400     0.001
256.000     -1061.200     -1398.682     -0.400     0.001
256.000     -1021.600     -1338.979     -0.400     0.001
256.000     -1021.200     -1338.387     -0.400     0.001
256.000     -1020.800     -1337.794     -0.400     0.001
256.000     -1020.400     -1337.198     -0.400     0.001
256.000     -1020.000     -1336.586     -0.400     0.001
256.000     -1019.600     -1335.970     -0.400     0.001
256.000     -1019.200     -1335.400     -0.400     0.001
256.000     -1018.800     -1334.802     -0.400     0.001
