# N             E       lndos(E)        epsilon     c_ges
256.000     -866.400     -1180.076     -0.400     0.011
256.000     -866.800     -1180.652     -0.400     0.011
256.000     -867.200     -1181.218     -0.400     0.011
256.000     -867.600     -1181.793     -0.400     0.011
256.000     -868.000     -1182.368     -0.400     0.011
256.000     -868.400     -1182.936     -0.400     0.011
256.000     -868.800     -1183.507     -0.400     0.011
256.000     -869.200     -1184.086     -0.400     0.011
256.000     -869.600     -1184.652     -0.400     0.011
256.000     -870.000     -1185.228     -0.400     0.011
256.000     -866.000     -1179.501     -0.400     0.011
256.000     -870.400     -1185.803     -0.400     0.011
256.000     -871.200     -1186.944     -0.400     0.011
256.000     -871.600     -1187.509     -0.400     0.011
256.000     -872.000     -1188.089     -0.400     0.011
256.000     -872.400     -1188.660     -0.400     0.011
256.000     -872.800     -1189.227     -0.400     0.011
256.000     -873.200     -1189.802     -0.400     0.011
256.000     -873.600     -1190.373     -0.400     0.011
256.000     -874.000     -1190.930     -0.400     0.011
256.000     -874.400     -1191.510     -0.400     0.011
256.000     -874.800     -1192.081     -0.400     0.011
256.000     -870.800     -1186.372     -0.400     0.011
256.000     -855.200     -1164.084     -0.400     0.011
256.000     -865.600     -1178.932     -0.400     0.011
256.000     -864.800     -1177.793     -0.400     0.011
256.000     -856.000     -1165.217     -0.400     0.011
256.000     -856.400     -1165.791     -0.400     0.011
256.000     -856.800     -1166.366     -0.400     0.011
256.000     -857.200     -1166.938     -0.400     0.011
256.000     -857.600     -1167.503     -0.400     0.011
256.000     -858.000     -1168.080     -0.400     0.011
256.000     -858.400     -1168.653     -0.400     0.011
256.000     -858.800     -1169.220     -0.400     0.011
256.000     -859.200     -1169.788     -0.400     0.011
256.000     -859.600     -1170.360     -0.400     0.011
256.000     -865.200     -1178.361     -0.400     0.011
256.000     -860.000     -1170.931     -0.400     0.011
256.000     -860.800     -1172.070     -0.400     0.011
256.000     -861.200     -1172.650     -0.400     0.011
256.000     -861.600     -1173.219     -0.400     0.011
256.000     -862.000     -1173.788     -0.400     0.011
256.000     -862.400     -1174.364     -0.400     0.011
256.000     -862.800     -1174.926     -0.400     0.011
256.000     -863.200     -1175.496     -0.400     0.011
256.000     -863.600     -1176.073     -0.400     0.011
256.000     -864.000     -1176.641     -0.400     0.011
256.000     -864.400     -1177.216     -0.400     0.011
256.000     -860.400     -1171.506     -0.400     0.011
256.000     -917.200     -1251.631     -0.400     0.011
256.000     -917.600     -1252.225     -0.400     0.011
256.000     -918.000     -1252.818     -0.400     0.011
256.000     -970.800     -1331.078     -0.400     0.011
256.000     -971.200     -1331.665     -0.400     0.011
256.000     -971.600     -1332.268     -0.400     0.011
256.000     -972.000     -1332.852     -0.400     0.011
256.000     -972.400     -1333.460     -0.400     0.011
256.000     -972.800     -1334.058     -0.400     0.011
256.000     -973.200     -1334.657     -0.400     0.011
256.000     -973.600     -1335.251     -0.400     0.011
256.000     -974.000     -1335.847     -0.400     0.011
256.000     -974.400     -1336.445     -0.400     0.011
256.000     -970.400     -1330.480     -0.400     0.011
256.000     -974.800     -1337.047     -0.400     0.011
256.000     -975.600     -1338.241     -0.400     0.011
256.000     -976.000     -1338.841     -0.400     0.011
256.000     -976.400     -1339.432     -0.400     0.011
256.000     -976.800     -1340.031     -0.400     0.011
256.000     -977.200     -1340.629     -0.400     0.011
256.000     -977.600     -1341.230     -0.400     0.011
256.000     -978.000     -1341.815     -0.400     0.011
256.000     -978.400     -1342.423     -0.400     0.011
256.000     -978.800     -1343.013     -0.400     0.011
256.000     -979.200     -1343.607     -0.400     0.011
256.000     -975.200     -1337.644     -0.400     0.011
256.000     -979.600     -1344.214     -0.400     0.011
256.000     -970.000     -1329.884     -0.400     0.011
256.000     -969.200     -1328.696     -0.400     0.011
256.000     -960.400     -1315.584     -0.400     0.011
256.000     -960.800     -1316.197     -0.400     0.011
256.000     -961.200     -1316.783     -0.400     0.011
256.000     -961.600     -1317.375     -0.400     0.011
256.000     -962.000     -1317.975     -0.400     0.011
256.000     -962.400     -1318.569     -0.400     0.011
256.000     -962.800     -1319.166     -0.400     0.011
256.000     -963.200     -1319.760     -0.400     0.011
256.000     -963.600     -1320.347     -0.400     0.011
256.000     -964.000     -1320.945     -0.400     0.011
256.000     -969.600     -1329.298     -0.400     0.011
256.000     -964.400     -1321.545     -0.400     0.011
256.000     -965.200     -1322.738     -0.400     0.011
256.000     -965.600     -1323.325     -0.400     0.011
256.000     -966.000     -1323.929     -0.400     0.011
256.000     -966.400     -1324.512     -0.400     0.011
256.000     -966.800     -1325.115     -0.400     0.011
256.000     -967.200     -1325.708     -0.400     0.011
256.000     -967.600     -1326.306     -0.400     0.011
256.000     -968.000     -1326.900     -0.400     0.011
256.000     -968.400     -1327.502     -0.400     0.011
256.000     -968.800     -1328.101     -0.400     0.011
256.000     -964.800     -1322.139     -0.400     0.011
256.000     -960.000     -1314.990     -0.400     0.011
256.000     -980.000     -1344.798     -0.400     0.011
256.000     -980.800     -1346.004     -0.400     0.011
256.000     -991.600     -1362.131     -0.400     0.011
256.000     -992.000     -1362.737     -0.400     0.011
256.000     -992.400     -1363.336     -0.400     0.011
256.000     -992.800     -1363.926     -0.400     0.011
256.000     -993.200     -1364.517     -0.400     0.011
256.000     -993.600     -1365.120     -0.400     0.011
256.000     -994.000     -1365.723     -0.400     0.011
256.000     -994.400     -1366.314     -0.400     0.011
256.000     -994.800     -1366.912     -0.400     0.011
256.000     -995.200     -1367.506     -0.400     0.011
256.000     -991.200     -1361.538     -0.400     0.011
256.000     -995.600     -1368.107     -0.400     0.011
256.000     -996.400     -1369.299     -0.400     0.011
256.000     -996.800     -1369.899     -0.400     0.011
256.000     -997.200     -1370.498     -0.400     0.011
256.000     -997.600     -1371.092     -0.400     0.011
256.000     -998.000     -1371.701     -0.400     0.011
256.000     -998.400     -1372.294     -0.400     0.011
256.000     -998.800     -1372.890     -0.400     0.011
256.000     -999.200     -1373.490     -0.400     0.011
256.000     -999.600     -1374.100     -0.400     0.011
256.000     -1000.000     -1376.559     -0.400     0.011
256.000     -996.000     -1368.696     -0.400     0.011
256.000     -980.400     -1345.396     -0.400     0.011
256.000     -990.800     -1360.945     -0.400     0.011
256.000     -990.000     -1359.746     -0.400     0.011
256.000     -981.200     -1346.600     -0.400     0.011
256.000     -981.600     -1347.201     -0.400     0.011
256.000     -982.000     -1347.795     -0.400     0.011
256.000     -982.400     -1348.393     -0.400     0.011
256.000     -982.800     -1348.996     -0.400     0.011
256.000     -983.200     -1349.589     -0.400     0.011
256.000     -983.600     -1350.182     -0.400     0.011
256.000     -984.000     -1350.784     -0.400     0.011
256.000     -984.400     -1351.370     -0.400     0.011
256.000     -984.800     -1351.965     -0.400     0.011
256.000     -990.400     -1360.345     -0.400     0.011
256.000     -985.200     -1352.567     -0.400     0.011
256.000     -986.000     -1353.757     -0.400     0.011
256.000     -986.400     -1354.357     -0.400     0.011
256.000     -986.800     -1354.948     -0.400     0.011
256.000     -987.200     -1355.557     -0.400     0.011
256.000     -987.600     -1356.153     -0.400     0.011
256.000     -988.000     -1356.753     -0.400     0.011
256.000     -988.400     -1357.352     -0.400     0.011
256.000     -988.800     -1357.957     -0.400     0.011
256.000     -989.200     -1358.553     -0.400     0.011
256.000     -989.600     -1359.140     -0.400     0.011
256.000     -985.600     -1353.157     -0.400     0.011
256.000     -959.600     -1314.397     -0.400     0.011
256.000     -959.200     -1313.807     -0.400     0.011
256.000     -958.800     -1313.206     -0.400     0.011
256.000     -928.800     -1268.744     -0.400     0.011
256.000     -929.200     -1269.334     -0.400     0.011
256.000     -929.600     -1269.925     -0.400     0.011
256.000     -930.000     -1270.520     -0.400     0.011
256.000     -930.400     -1271.107     -0.400     0.011
256.000     -930.800     -1271.699     -0.400     0.011
256.000     -931.200     -1272.281     -0.400     0.011
256.000     -931.600     -1272.872     -0.400     0.011
256.000     -932.000     -1273.462     -0.400     0.011
256.000     -932.400     -1274.051     -0.400     0.011
256.000     -928.400     -1268.158     -0.400     0.011
256.000     -932.800     -1274.644     -0.400     0.011
256.000     -933.600     -1275.833     -0.400     0.011
256.000     -934.000     -1276.419     -0.400     0.011
256.000     -934.400     -1277.001     -0.400     0.011
256.000     -934.800     -1277.591     -0.400     0.011
256.000     -935.200     -1278.177     -0.400     0.011
256.000     -935.600     -1278.766     -0.400     0.011
256.000     -936.000     -1279.353     -0.400     0.011
256.000     -936.400     -1279.954     -0.400     0.011
256.000     -936.800     -1280.537     -0.400     0.011
256.000     -937.200     -1281.127     -0.400     0.011
256.000     -933.200     -1275.241     -0.400     0.011
256.000     -937.600     -1281.711     -0.400     0.011
256.000     -928.000     -1267.566     -0.400     0.011
256.000     -927.200     -1266.389     -0.400     0.011
256.000     -918.400     -1253.401     -0.400     0.011
256.000     -918.800     -1254.001     -0.400     0.011
256.000     -919.200     -1254.589     -0.400     0.011
256.000     -919.600     -1255.168     -0.400     0.011
256.000     -920.000     -1255.752     -0.400     0.011
256.000     -920.400     -1256.353     -0.400     0.011
256.000     -920.800     -1256.937     -0.400     0.011
256.000     -921.200     -1257.522     -0.400     0.011
256.000     -921.600     -1258.129     -0.400     0.011
256.000     -922.000     -1258.717     -0.400     0.011
256.000     -927.600     -1266.987     -0.400     0.011
256.000     -922.400     -1259.299     -0.400     0.011
256.000     -923.200     -1260.478     -0.400     0.011
256.000     -923.600     -1261.072     -0.400     0.011
256.000     -924.000     -1261.652     -0.400     0.011
256.000     -924.400     -1262.249     -0.400     0.011
256.000     -924.800     -1262.842     -0.400     0.011
256.000     -925.200     -1263.433     -0.400     0.011
256.000     -925.600     -1264.024     -0.400     0.011
256.000     -926.000     -1264.611     -0.400     0.011
256.000     -926.400     -1265.212     -0.400     0.011
256.000     -926.800     -1265.806     -0.400     0.011
256.000     -922.800     -1259.888     -0.400     0.011
256.000     -938.000     -1282.306     -0.400     0.011
256.000     -938.400     -1282.893     -0.400     0.011
256.000     -938.800     -1283.482     -0.400     0.011
256.000     -950.000     -1300.094     -0.400     0.011
256.000     -950.400     -1300.692     -0.400     0.011
256.000     -950.800     -1301.288     -0.400     0.011
256.000     -951.200     -1301.877     -0.400     0.011
256.000     -951.600     -1302.475     -0.400     0.011
256.000     -952.000     -1303.072     -0.400     0.011
256.000     -952.400     -1303.670     -0.400     0.011
256.000     -952.800     -1304.272     -0.400     0.011
256.000     -953.200     -1304.868     -0.400     0.011
256.000     -953.600     -1305.460     -0.400     0.011
256.000     -949.600     -1299.498     -0.400     0.011
256.000     -954.000     -1306.061     -0.400     0.011
256.000     -954.800     -1307.244     -0.400     0.011
256.000     -955.200     -1307.844     -0.400     0.011
256.000     -955.600     -1308.435     -0.400     0.011
256.000     -956.000     -1309.038     -0.400     0.011
256.000     -956.400     -1309.634     -0.400     0.011
256.000     -956.800     -1310.227     -0.400     0.011
256.000     -957.200     -1310.822     -0.400     0.011
256.000     -957.600     -1311.427     -0.400     0.011
256.000     -958.000     -1312.022     -0.400     0.011
256.000     -958.400     -1312.612     -0.400     0.011
256.000     -954.400     -1306.654     -0.400     0.011
256.000     -949.200     -1298.906     -0.400     0.011
256.000     -948.800     -1298.311     -0.400     0.011
256.000     -948.400     -1297.730     -0.400     0.011
256.000     -939.200     -1284.077     -0.400     0.011
256.000     -939.600     -1284.666     -0.400     0.011
256.000     -940.000     -1285.252     -0.400     0.011
256.000     -940.400     -1285.843     -0.400     0.011
256.000     -940.800     -1286.443     -0.400     0.011
256.000     -941.200     -1287.032     -0.400     0.011
256.000     -941.600     -1287.635     -0.400     0.011
256.000     -942.000     -1288.224     -0.400     0.011
256.000     -942.400     -1288.815     -0.400     0.011
256.000     -942.800     -1289.416     -0.400     0.011
256.000     -943.200     -1290.002     -0.400     0.011
256.000     -943.600     -1290.600     -0.400     0.011
256.000     -944.000     -1291.188     -0.400     0.011
256.000     -944.400     -1291.782     -0.400     0.011
256.000     -944.800     -1292.377     -0.400     0.011
256.000     -945.200     -1292.971     -0.400     0.011
256.000     -945.600     -1293.562     -0.400     0.011
256.000     -946.000     -1294.163     -0.400     0.011
256.000     -946.400     -1294.753     -0.400     0.011
256.000     -946.800     -1295.337     -0.400     0.011
256.000     -947.200     -1295.940     -0.400     0.011
256.000     -947.600     -1296.529     -0.400     0.011
256.000     -948.000     -1297.130     -0.400     0.011
256.000     -834.800     -1134.983     -0.400     0.011
256.000     -1000.400     -1377.166     -0.400     0.011
256.000     -834.400     -1134.423     -0.400     0.011
256.000     -833.600     -1133.287     -0.400     0.011
256.000     -720.400     -972.338     -0.400     0.011
256.000     -720.800     -972.904     -0.400     0.011
256.000     -721.200     -973.473     -0.400     0.011
256.000     -721.600     -974.043     -0.400     0.011
256.000     -722.000     -974.611     -0.400     0.011
256.000     -722.400     -975.177     -0.400     0.011
256.000     -722.800     -975.745     -0.400     0.011
256.000     -723.200     -976.309     -0.400     0.011
256.000     -723.600     -976.882     -0.400     0.011
256.000     -724.000     -977.450     -0.400     0.011
256.000     -720.000     -971.770     -0.400     0.011
256.000     -724.400     -978.019     -0.400     0.011
256.000     -725.200     -979.157     -0.400     0.011
256.000     -725.600     -979.724     -0.400     0.011
256.000     -726.000     -980.294     -0.400     0.011
256.000     -726.400     -980.861     -0.400     0.011
256.000     -726.800     -981.435     -0.400     0.011
256.000     -727.200     -981.998     -0.400     0.011
256.000     -727.600     -982.568     -0.400     0.011
256.000     -728.000     -983.133     -0.400     0.011
256.000     -728.400     -983.706     -0.400     0.011
256.000     -728.800     -984.272     -0.400     0.011
256.000     -724.800     -978.590     -0.400     0.011
256.000     -729.200     -984.839     -0.400     0.011
256.000     -719.600     -971.198     -0.400     0.011
256.000     -718.800     -970.063     -0.400     0.011
256.000     -710.000     -957.543     -0.400     0.011
256.000     -710.400     -958.112     -0.400     0.011
256.000     -710.800     -958.685     -0.400     0.011
256.000     -711.200     -959.252     -0.400     0.011
256.000     -711.600     -959.818     -0.400     0.011
256.000     -712.000     -960.387     -0.400     0.011
256.000     -712.400     -960.957     -0.400     0.011
256.000     -712.800     -961.525     -0.400     0.011
256.000     -713.200     -962.094     -0.400     0.011
256.000     -713.600     -962.664     -0.400     0.011
256.000     -719.200     -970.632     -0.400     0.011
256.000     -714.000     -963.234     -0.400     0.011
256.000     -714.800     -964.373     -0.400     0.011
256.000     -715.200     -964.944     -0.400     0.011
256.000     -715.600     -965.505     -0.400     0.011
256.000     -716.000     -966.079     -0.400     0.011
256.000     -716.400     -966.651     -0.400     0.011
256.000     -716.800     -967.219     -0.400     0.011
256.000     -717.200     -967.785     -0.400     0.011
256.000     -717.600     -968.351     -0.400     0.011
256.000     -718.000     -968.923     -0.400     0.011
256.000     -718.400     -969.492     -0.400     0.011
256.000     -714.400     -963.802     -0.400     0.011
256.000     -709.600     -956.970     -0.400     0.011
256.000     -729.600     -985.407     -0.400     0.011
256.000     -730.400     -986.542     -0.400     0.011
256.000     -741.200     -1001.862     -0.400     0.011
256.000     -741.600     -1002.424     -0.400     0.011
256.000     -742.000     -1002.993     -0.400     0.011
256.000     -742.400     -1003.559     -0.400     0.011
256.000     -742.800     -1004.127     -0.400     0.011
256.000     -743.200     -1004.687     -0.400     0.011
256.000     -743.600     -1005.260     -0.400     0.011
256.000     -744.000     -1005.824     -0.400     0.011
256.000     -744.400     -1006.394     -0.400     0.011
256.000     -744.800     -1006.962     -0.400     0.011
256.000     -740.800     -1001.293     -0.400     0.011
256.000     -745.200     -1007.532     -0.400     0.011
256.000     -746.000     -1008.664     -0.400     0.011
256.000     -746.400     -1009.232     -0.400     0.011
256.000     -746.800     -1009.802     -0.400     0.011
256.000     -747.200     -1010.372     -0.400     0.011
256.000     -747.600     -1010.936     -0.400     0.011
256.000     -748.000     -1011.503     -0.400     0.011
256.000     -748.400     -1012.066     -0.400     0.011
256.000     -748.800     -1012.635     -0.400     0.011
256.000     -749.200     -1013.202     -0.400     0.011
256.000     -749.600     -1013.772     -0.400     0.011
256.000     -745.600     -1008.097     -0.400     0.011
256.000     -730.000     -985.975     -0.400     0.011
256.000     -740.400     -1000.726     -0.400     0.011
256.000     -739.600     -999.590     -0.400     0.011
256.000     -730.800     -987.106     -0.400     0.011
256.000     -731.200     -987.675     -0.400     0.011
256.000     -731.600     -988.245     -0.400     0.011
256.000     -732.000     -988.809     -0.400     0.011
256.000     -732.400     -989.373     -0.400     0.011
256.000     -732.800     -989.943     -0.400     0.011
256.000     -733.200     -990.512     -0.400     0.011
256.000     -733.600     -991.082     -0.400     0.011
256.000     -734.000     -991.655     -0.400     0.011
256.000     -734.400     -992.218     -0.400     0.011
256.000     -740.000     -1000.160     -0.400     0.011
256.000     -734.800     -992.786     -0.400     0.011
256.000     -735.600     -993.918     -0.400     0.011
256.000     -736.000     -994.484     -0.400     0.011
256.000     -736.400     -995.053     -0.400     0.011
256.000     -736.800     -995.620     -0.400     0.011
256.000     -737.200     -996.188     -0.400     0.011
256.000     -737.600     -996.752     -0.400     0.011
256.000     -738.000     -997.324     -0.400     0.011
256.000     -738.400     -997.891     -0.400     0.011
256.000     -738.800     -998.452     -0.400     0.011
256.000     -739.200     -999.024     -0.400     0.011
256.000     -735.200     -993.352     -0.400     0.011
256.000     -750.000     -1014.442     -0.400     0.011
256.000     -709.200     -956.404     -0.400     0.011
256.000     -708.400     -955.263     -0.400     0.011
256.000     -678.800     -913.319     -0.400     0.011
256.000     -679.200     -913.887     -0.400     0.011
256.000     -679.600     -914.451     -0.400     0.011
256.000     -680.000     -915.010     -0.400     0.011
256.000     -680.400     -915.580     -0.400     0.011
256.000     -680.800     -916.146     -0.400     0.011
256.000     -681.200     -916.709     -0.400     0.011
256.000     -681.600     -917.274     -0.400     0.011
256.000     -682.000     -917.836     -0.400     0.011
256.000     -682.400     -918.406     -0.400     0.011
256.000     -678.400     -912.751     -0.400     0.011
256.000     -682.800     -918.971     -0.400     0.011
256.000     -683.600     -920.105     -0.400     0.011
256.000     -684.000     -920.664     -0.400     0.011
256.000     -684.400     -921.222     -0.400     0.011
256.000     -684.800     -921.791     -0.400     0.011
256.000     -685.200     -922.357     -0.400     0.011
256.000     -685.600     -922.927     -0.400     0.011
256.000     -686.000     -923.495     -0.400     0.011
256.000     -686.400     -924.057     -0.400     0.011
256.000     -686.800     -924.624     -0.400     0.011
256.000     -687.200     -925.189     -0.400     0.011
256.000     -683.200     -919.538     -0.400     0.011
256.000     -687.600     -925.762     -0.400     0.011
256.000     -678.000     -912.191     -0.400     0.011
256.000     -677.200     -911.060     -0.400     0.011
256.000     -668.400     -898.640     -0.400     0.011
256.000     -668.800     -899.203     -0.400     0.011
256.000     -669.200     -899.767     -0.400     0.011
256.000     -669.600     -900.336     -0.400     0.011
256.000     -670.000     -900.899     -0.400     0.011
256.000     -670.400     -901.462     -0.400     0.011
256.000     -670.800     -902.025     -0.400     0.011
256.000     -671.200     -902.593     -0.400     0.011
256.000     -671.600     -903.154     -0.400     0.011
256.000     -672.000     -903.723     -0.400     0.011
256.000     -677.600     -911.625     -0.400     0.011
256.000     -672.400     -904.292     -0.400     0.011
256.000     -673.200     -905.417     -0.400     0.011
256.000     -673.600     -905.983     -0.400     0.011
256.000     -674.000     -906.549     -0.400     0.011
256.000     -674.400     -907.111     -0.400     0.011
256.000     -674.800     -907.676     -0.400     0.011
256.000     -675.200     -908.240     -0.400     0.011
256.000     -675.600     -908.804     -0.400     0.011
256.000     -676.000     -909.364     -0.400     0.011
256.000     -676.400     -909.930     -0.400     0.011
256.000     -676.800     -910.495     -0.400     0.011
256.000     -672.800     -904.852     -0.400     0.011
256.000     -708.800     -955.833     -0.400     0.011
256.000     -688.000     -926.324     -0.400     0.011
256.000     -688.800     -927.458     -0.400     0.011
256.000     -699.600     -942.764     -0.400     0.011
256.000     -700.000     -943.335     -0.400     0.011
256.000     -700.400     -943.899     -0.400     0.011
256.000     -700.800     -944.469     -0.400     0.011
256.000     -701.200     -945.034     -0.400     0.011
256.000     -701.600     -945.605     -0.400     0.011
256.000     -702.000     -946.175     -0.400     0.011
256.000     -702.400     -946.743     -0.400     0.011
256.000     -702.800     -947.313     -0.400     0.011
256.000     -703.200     -947.879     -0.400     0.011
256.000     -699.200     -942.197     -0.400     0.011
256.000     -703.600     -948.444     -0.400     0.011
256.000     -704.400     -949.580     -0.400     0.011
256.000     -704.800     -950.149     -0.400     0.011
256.000     -705.200     -950.719     -0.400     0.011
256.000     -705.600     -951.281     -0.400     0.011
256.000     -706.000     -951.853     -0.400     0.011
256.000     -706.400     -952.424     -0.400     0.011
256.000     -706.800     -952.992     -0.400     0.011
256.000     -707.200     -953.560     -0.400     0.011
256.000     -707.600     -954.126     -0.400     0.011
256.000     -708.000     -954.697     -0.400     0.011
256.000     -704.000     -949.014     -0.400     0.011
256.000     -688.400     -926.893     -0.400     0.011
256.000     -698.800     -941.631     -0.400     0.011
256.000     -698.000     -940.501     -0.400     0.011
256.000     -689.200     -928.027     -0.400     0.011
256.000     -689.600     -928.594     -0.400     0.011
256.000     -690.000     -929.159     -0.400     0.011
256.000     -690.400     -929.724     -0.400     0.011
256.000     -690.800     -930.287     -0.400     0.011
256.000     -691.200     -930.853     -0.400     0.011
256.000     -691.600     -931.422     -0.400     0.011
256.000     -692.000     -931.989     -0.400     0.011
256.000     -692.400     -932.557     -0.400     0.011
256.000     -692.800     -933.122     -0.400     0.011
256.000     -698.400     -941.060     -0.400     0.011
256.000     -693.200     -933.690     -0.400     0.011
256.000     -694.000     -934.823     -0.400     0.011
256.000     -694.400     -935.391     -0.400     0.011
256.000     -694.800     -935.960     -0.400     0.011
256.000     -695.200     -936.529     -0.400     0.011
256.000     -695.600     -937.090     -0.400     0.011
256.000     -696.000     -937.663     -0.400     0.011
256.000     -696.400     -938.230     -0.400     0.011
256.000     -696.800     -938.792     -0.400     0.011
256.000     -697.200     -939.363     -0.400     0.011
256.000     -697.600     -939.929     -0.400     0.011
256.000     -693.600     -934.255     -0.400     0.011
256.000     -750.400     -1015.021     -0.400     0.011
256.000     -750.800     -1015.590     -0.400     0.011
256.000     -751.200     -1016.158     -0.400     0.011
256.000     -804.000     -1091.141     -0.400     0.011
256.000     -804.400     -1091.714     -0.400     0.011
256.000     -804.800     -1092.285     -0.400     0.011
256.000     -805.200     -1092.851     -0.400     0.011
256.000     -805.600     -1093.417     -0.400     0.011
256.000     -806.000     -1093.986     -0.400     0.011
256.000     -806.400     -1094.559     -0.400     0.011
256.000     -806.800     -1095.126     -0.400     0.011
256.000     -807.200     -1095.696     -0.400     0.011
256.000     -807.600     -1096.267     -0.400     0.011
256.000     -803.600     -1090.580     -0.400     0.011
256.000     -808.000     -1096.832     -0.400     0.011
256.000     -808.800     -1097.963     -0.400     0.011
256.000     -809.200     -1098.540     -0.400     0.011
256.000     -809.600     -1099.108     -0.400     0.011
256.000     -810.000     -1099.680     -0.400     0.011
256.000     -810.400     -1100.255     -0.400     0.011
256.000     -810.800     -1100.828     -0.400     0.011
256.000     -811.200     -1101.393     -0.400     0.011
256.000     -811.600     -1101.964     -0.400     0.011
256.000     -812.000     -1102.537     -0.400     0.011
256.000     -812.400     -1103.102     -0.400     0.011
256.000     -808.400     -1097.397     -0.400     0.011
256.000     -812.800     -1103.680     -0.400     0.011
256.000     -803.200     -1090.015     -0.400     0.011
256.000     -802.400     -1088.860     -0.400     0.011
256.000     -793.600     -1076.367     -0.400     0.011
256.000     -794.000     -1076.930     -0.400     0.011
256.000     -794.400     -1077.496     -0.400     0.011
256.000     -794.800     -1078.069     -0.400     0.011
256.000     -795.200     -1078.634     -0.400     0.011
256.000     -795.600     -1079.218     -0.400     0.011
256.000     -796.000     -1079.781     -0.400     0.011
256.000     -796.400     -1080.344     -0.400     0.011
256.000     -796.800     -1080.914     -0.400     0.011
256.000     -797.200     -1081.474     -0.400     0.011
256.000     -802.800     -1089.432     -0.400     0.011
256.000     -797.600     -1082.050     -0.400     0.011
256.000     -798.400     -1083.184     -0.400     0.011
256.000     -798.800     -1083.750     -0.400     0.011
256.000     -799.200     -1084.315     -0.400     0.011
256.000     -799.600     -1084.883     -0.400     0.011
256.000     -800.000     -1085.451     -0.400     0.011
256.000     -800.400     -1086.018     -0.400     0.011
256.000     -800.800     -1086.583     -0.400     0.011
256.000     -801.200     -1087.161     -0.400     0.011
256.000     -801.600     -1087.729     -0.400     0.011
256.000     -802.000     -1088.296     -0.400     0.011
256.000     -798.000     -1082.612     -0.400     0.011
256.000     -793.200     -1075.793     -0.400     0.011
256.000     -813.200     -1104.258     -0.400     0.011
256.000     -814.000     -1105.391     -0.400     0.011
256.000     -824.800     -1120.778     -0.400     0.011
256.000     -825.200     -1121.340     -0.400     0.011
256.000     -825.600     -1121.909     -0.400     0.011
256.000     -826.000     -1122.480     -0.400     0.011
256.000     -826.400     -1123.047     -0.400     0.011
256.000     -826.800     -1123.620     -0.400     0.011
256.000     -827.200     -1124.188     -0.400     0.011
256.000     -827.600     -1124.757     -0.400     0.011
256.000     -828.000     -1125.324     -0.400     0.011
256.000     -828.400     -1125.886     -0.400     0.011
256.000     -824.400     -1120.207     -0.400     0.011
256.000     -828.800     -1126.461     -0.400     0.011
256.000     -829.600     -1127.593     -0.400     0.011
256.000     -830.000     -1128.159     -0.400     0.011
256.000     -830.400     -1128.742     -0.400     0.011
256.000     -830.800     -1129.300     -0.400     0.011
256.000     -831.200     -1129.877     -0.400     0.011
256.000     -831.600     -1130.444     -0.400     0.011
256.000     -832.000     -1131.018     -0.400     0.011
256.000     -832.400     -1131.582     -0.400     0.011
256.000     -832.800     -1132.156     -0.400     0.011
256.000     -833.200     -1132.718     -0.400     0.011
256.000     -829.200     -1127.024     -0.400     0.011
256.000     -813.600     -1104.823     -0.400     0.011
256.000     -824.000     -1119.639     -0.400     0.011
256.000     -823.200     -1118.500     -0.400     0.011
256.000     -814.400     -1105.964     -0.400     0.011
256.000     -814.800     -1106.542     -0.400     0.011
256.000     -815.200     -1107.109     -0.400     0.011
256.000     -815.600     -1107.679     -0.400     0.011
256.000     -816.000     -1108.247     -0.400     0.011
256.000     -816.400     -1108.818     -0.400     0.011
256.000     -816.800     -1109.390     -0.400     0.011
256.000     -817.200     -1109.965     -0.400     0.011
256.000     -817.600     -1110.539     -0.400     0.011
256.000     -818.000     -1111.104     -0.400     0.011
256.000     -823.600     -1119.074     -0.400     0.011
256.000     -818.400     -1111.668     -0.400     0.011
256.000     -819.200     -1112.810     -0.400     0.011
256.000     -819.600     -1113.379     -0.400     0.011
256.000     -820.000     -1113.949     -0.400     0.011
256.000     -820.400     -1114.513     -0.400     0.011
256.000     -820.800     -1115.091     -0.400     0.011
256.000     -821.200     -1115.658     -0.400     0.011
256.000     -821.600     -1116.225     -0.400     0.011
256.000     -822.000     -1116.793     -0.400     0.011
256.000     -822.400     -1117.359     -0.400     0.011
256.000     -822.800     -1117.934     -0.400     0.011
256.000     -818.800     -1112.241     -0.400     0.011
256.000     -792.800     -1075.228     -0.400     0.011
256.000     -792.400     -1074.663     -0.400     0.011
256.000     -792.000     -1074.091     -0.400     0.011
256.000     -762.000     -1031.498     -0.400     0.011
256.000     -762.400     -1032.069     -0.400     0.011
256.000     -762.800     -1032.630     -0.400     0.011
256.000     -763.200     -1033.213     -0.400     0.011
256.000     -763.600     -1033.772     -0.400     0.011
256.000     -764.000     -1034.347     -0.400     0.011
256.000     -764.400     -1034.916     -0.400     0.011
256.000     -764.800     -1035.478     -0.400     0.011
256.000     -765.200     -1036.046     -0.400     0.011
256.000     -765.600     -1036.611     -0.400     0.011
256.000     -761.600     -1030.932     -0.400     0.011
256.000     -766.000     -1037.184     -0.400     0.011
256.000     -766.800     -1038.319     -0.400     0.011
256.000     -767.200     -1038.890     -0.400     0.011
256.000     -767.600     -1039.451     -0.400     0.011
256.000     -768.000     -1040.020     -0.400     0.011
